ligand,receptor,source
LOC101260664,LOC101262834,orthologs
LOC101249056,LOC101262834,orthologs
LOC101247352,LOC101262834,orthologs
LOC112940027,LOC101262795,orthologs
LOC109121376,LOC101262795,orthologs
LOC101266570,LOC101262795,orthologs
LOC101265918,LOC101262795,orthologs
LOC101265918,LOC101262795,orthologs
LOC101256971,LOC101262795,orthologs
LOC101253788,LOC101262795,orthologs
LOC101268282,LOC101262780,orthologs
LOC101267502,LOC101262780,orthologs
LOC101265881,LOC101262780,orthologs
LOC101265819,LOC101262780,orthologs
LOC101264183,LOC101262780,orthologs
LOC101262133,LOC101262780,orthologs
LOC101262050,LOC101262780,orthologs
LOC101260714,LOC101262780,orthologs
LOC101256677,LOC101262780,orthologs
LOC101256677,LOC101262780,orthologs
LOC101256039,LOC101262780,orthologs
LOC101252775,LOC101262780,orthologs
LOC101252428,LOC101262780,orthologs
LOC101250243,LOC101262780,orthologs
LOC101250057,LOC101262780,orthologs
LOC101248858,LOC101262780,orthologs
LOC101248858,LOC101262780,orthologs
LOC101248858,LOC101262780,orthologs
LOC101248858,LOC101262780,orthologs
LOC101248854,LOC101262780,orthologs
LOC101247318,LOC101262780,orthologs
LOC101245699,LOC101262780,orthologs
Hsp90-1,LOC101262780,orthologs
HSC80,LOC101262780,orthologs
GPA1,LOC101262780,orthologs
GPA1,LOC101262780,orthologs
LOC101268282,LOC101262650,orthologs
LOC101268282,LOC101262650,orthologs
LOC101267502,LOC101262650,orthologs
LOC101267502,LOC101262650,orthologs
LOC101265881,LOC101262650,orthologs
LOC101265881,LOC101262650,orthologs
LOC101265819,LOC101262650,orthologs
LOC101265819,LOC101262650,orthologs
LOC101264183,LOC101262650,orthologs
LOC101264183,LOC101262650,orthologs
LOC101262133,LOC101262650,orthologs
LOC101262133,LOC101262650,orthologs
LOC101262050,LOC101262650,orthologs
LOC101262050,LOC101262650,orthologs
LOC101260714,LOC101262650,orthologs
LOC101260714,LOC101262650,orthologs
LOC101256677,LOC101262650,orthologs
LOC101256677,LOC101262650,orthologs
LOC101256677,LOC101262650,orthologs
LOC101256677,LOC101262650,orthologs
LOC101256039,LOC101262650,orthologs
LOC101256039,LOC101262650,orthologs
LOC101252775,LOC101262650,orthologs
LOC101252775,LOC101262650,orthologs
LOC101252428,LOC101262650,orthologs
LOC101252428,LOC101262650,orthologs
LOC101250243,LOC101262650,orthologs
LOC101250243,LOC101262650,orthologs
LOC101250057,LOC101262650,orthologs
LOC101250057,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248858,LOC101262650,orthologs
LOC101248854,LOC101262650,orthologs
LOC101248854,LOC101262650,orthologs
LOC101247318,LOC101262650,orthologs
LOC101247318,LOC101262650,orthologs
LOC101245699,LOC101262650,orthologs
LOC101245699,LOC101262650,orthologs
Hsp90-1,LOC101262650,orthologs
Hsp90-1,LOC101262650,orthologs
HSC80,LOC101262650,orthologs
HSC80,LOC101262650,orthologs
GPA1,LOC101262650,orthologs
GPA1,LOC101262650,orthologs
GPA1,LOC101262650,orthologs
GPA1,LOC101262650,orthologs
LOC101251019,LOC101262392,orthologs
LOC104649356,LOC101262338,orthologs
LOC104649356,LOC101262338,orthologs
LOC101268139,LOC101262338,orthologs
LOC101268139,LOC101262338,orthologs
LOC101266043,LOC101262338,orthologs
LOC101266043,LOC101262338,orthologs
LOC101264571,LOC101262338,orthologs
LOC101264571,LOC101262338,orthologs
LOC101258356,LOC101262338,orthologs
LOC101258356,LOC101262338,orthologs
LOC101258057,LOC101262338,orthologs
LOC101258057,LOC101262338,orthologs
LOC101246033,LOC101262338,orthologs
LOC101246033,LOC101262338,orthologs
Sl3-MMP,LOC101262286,orthologs
Sl3-MMP,LOC101262286,orthologs
LOC543895,LOC101262081,orthologs
LOC543895,LOC101262081,orthologs
LOC101246396,LOC101262081,orthologs
LOC101246396,LOC101262081,orthologs
LOC101246396,LOC101262081,orthologs
LOC101246396,LOC101262081,orthologs
alpha-DOX2,LOC101262081,orthologs
alpha-DOX2,LOC101262081,orthologs
Sl3-MMP,LOC101262073,orthologs
Sl3-MMP,LOC101262073,orthologs
LOC101265614,LOC101262034,orthologs
Sl3-MMP,LOC101262003,orthologs
Sl3-MMP,LOC101262003,orthologs
mpka1;1,LOC101262003,orthologs
mpka1;1,LOC101262003,orthologs
MPK9,LOC101262003,orthologs
MPK3,LOC101262003,orthologs
MAPK5,LOC101262003,orthologs
MAPK4,LOC101262003,orthologs
LOC104649482,LOC101262003,orthologs
LOC104649482,LOC101262003,orthologs
LOC104649482,LOC101262003,orthologs
LOC101266127,LOC101262003,orthologs
LOC101264890,LOC101262003,orthologs
LOC101264183,LOC101262003,orthologs
LOC101262050,LOC101262003,orthologs
LOC101259591,LOC101262003,orthologs
LOC101258128,LOC101262003,orthologs
LOC101256039,LOC101262003,orthologs
LOC101248858,LOC101262003,orthologs
LOC101248858,LOC101262003,orthologs
LOC101248858,LOC101262003,orthologs
LOC101248858,LOC101262003,orthologs
LOC101243937,LOC101262003,orthologs
Hsp90-1,LOC101262003,orthologs
HSC80,LOC101262003,orthologs
#N/A,LOC101261916,orthologs
LOC101243964,LOC101261916,orthologs
exp9,LOC101261916,orthologs
exp18,LOC101261916,orthologs
EXP1,LOC101261916,orthologs
Sl3-MMP,LOC101261889,orthologs
Sl3-MMP,LOC101261889,orthologs
Sl3-MMP,LOC101261889,orthologs
Sl3-MMP,LOC101261889,orthologs
LOC101255057,LOC101261857,orthologs
LOC109119813,LOC101261742,orthologs
LOC101266136,LOC101261742,orthologs
LOC101266136,LOC101261742,orthologs
LOC101266136,LOC101261742,orthologs
LOC101262618,LOC101261742,orthologs
LOC101262618,LOC101261742,orthologs
LOC101262618,LOC101261742,orthologs
LOC101262425,LOC101261742,orthologs
LOC101251481,LOC101261742,orthologs
LOC101248973,LOC101261742,orthologs
LOC101244627,LOC101261742,orthologs
TGAS118,LOC101261735,orthologs
LOC101263224,LOC101261735,orthologs
LOC101262930,LOC101261735,orthologs
LOC101244631,LOC101261735,orthologs
DEFL1,LOC101261735,orthologs
LOC101264105,LOC101261693,orthologs
LOC101243640,LOC101261693,orthologs
LOC101259149,LOC101261539,orthologs
LOC101254426,LOC101261539,orthologs
LOC101252859,LOC101261539,orthologs
Sl3-MMP,LOC101261495,orthologs
Sl3-MMP,LOC101261495,orthologs
LOC109119813,LOC101261449,orthologs
LOC101266136,LOC101261449,orthologs
LOC101266136,LOC101261449,orthologs
LOC101266136,LOC101261449,orthologs
LOC101262618,LOC101261449,orthologs
LOC101262618,LOC101261449,orthologs
LOC101262618,LOC101261449,orthologs
LOC101262425,LOC101261449,orthologs
LOC101251481,LOC101261449,orthologs
LOC101248973,LOC101261449,orthologs
LOC101244627,LOC101261449,orthologs
LOC101264571,LOC101261424,orthologs
LOC101245041,LOC101261424,orthologs
LOC101257887,LOC101261419,orthologs
LOC101253311,LOC101261419,orthologs
LOC101251829,LOC101261419,orthologs
LOC101250647,LOC101261419,orthologs
LOC101244600,LOC101261419,orthologs
Sl3-MMP,LOC101261377,orthologs
Sl3-MMP,LOC101261377,orthologs
LOC101260989,LOC101261234,orthologs
LOC109119813,LOC101261154,orthologs
LOC101266136,LOC101261154,orthologs
LOC101266136,LOC101261154,orthologs
LOC101266136,LOC101261154,orthologs
LOC101253344,LOC101261065,orthologs
LOC101265614,LOC101260913,orthologs
LOC101260989,LOC101260863,orthologs
LOC101259149,LOC101260785,orthologs
LOC101251392,LOC101260771,orthologs
LOC101251019,LOC101260771,orthologs
Sl3-MMP,LOC101260543,orthologs
Sl3-MMP,LOC101260543,orthologs
LOC101257887,LOC101260407,orthologs
LOC101254426,LOC101260407,orthologs
LOC101253311,LOC101260407,orthologs
LOC101252859,LOC101260407,orthologs
LOC101251829,LOC101260407,orthologs
LOC101250647,LOC101260407,orthologs
LOC101244631,LOC101260407,orthologs
LOC101268131,LOC101260387,orthologs
LOC101260463,LOC101260387,orthologs
LOC101260989,LOC101260345,orthologs
LOC101260989,LOC101260345,orthologs
LOC101260989,LOC101260345,orthologs
SlArf/Xyl2,LOC101260323,orthologs
LOC101262289,LOC101260248,orthologs
LOC101268518,LOC101260248,orthologs
LOC101260989,LOC101260248,orthologs
LOC101259149,LOC101260248,orthologs
LOC101256456,LOC101260248,orthologs
LOC101254426,LOC101260248,orthologs
LOC101252859,LOC101260248,orthologs
LOC101245700,LOC101260248,orthologs
LOC101244600,LOC101260248,orthologs
LOC101244241,LOC101260248,orthologs
LOC101260989,LOC101260177,orthologs
LOC101260989,LOC101260177,orthologs
LOC101244455,LOC101260090,orthologs
XTH16,LOC101260024,orthologs
SlArf/Xyl2,LOC101260024,orthologs
LOC101251532,LOC101260024,orthologs
#N/A,LOC101259877,orthologs
LOC109121376,LOC101259877,orthologs
LOC101266570,LOC101259877,orthologs
LOC101263181,LOC101259877,orthologs
LOC101258317,LOC101259877,orthologs
LOC101257904,LOC101259877,orthologs
LOC101255057,LOC101259877,orthologs
LOC101253788,LOC101259877,orthologs
LOC101250773,LOC101259877,orthologs
LOC101249884,LOC101259877,orthologs
LOC101246033,LOC101259877,orthologs
LOC101243964,LOC101259877,orthologs
LOC101267161,LOC101259816,orthologs
LOC101249724,LOC101259660,orthologs
Sl3-MMP,LOC101259591,orthologs
Sl3-MMP,LOC101259591,orthologs
mpka1;1,LOC101259591,orthologs
mpka1;1,LOC101259591,orthologs
MPK9,LOC101259591,orthologs
MPK3,LOC101259591,orthologs
MAPK5,LOC101259591,orthologs
MAPK4,LOC101259591,orthologs
LOC104649482,LOC101259591,orthologs
LOC104649482,LOC101259591,orthologs
LOC104649482,LOC101259591,orthologs
LOC101266778,LOC101259591,orthologs
LOC101266127,LOC101259591,orthologs
LOC101264890,LOC101259591,orthologs
LOC101264183,LOC101259591,orthologs
LOC101262050,LOC101259591,orthologs
LOC101262003,LOC101259591,orthologs
LOC101258128,LOC101259591,orthologs
LOC101256039,LOC101259591,orthologs
LOC101248858,LOC101259591,orthologs
LOC101248858,LOC101259591,orthologs
LOC101248858,LOC101259591,orthologs
LOC101248858,LOC101259591,orthologs
LOC101243937,LOC101259591,orthologs
Hsp90-1,LOC101259591,orthologs
HSC80,LOC101259591,orthologs
LOC101246033,LOC101259553,orthologs
Sl3-MMP,LOC101259548,orthologs
Sl3-MMP,LOC101259548,orthologs
LOC101245041,LOC101259548,orthologs
LOC101257906,LOC101259455,orthologs
Sl3-MMP,LOC101259394,orthologs
Sl3-MMP,LOC101259394,orthologs
LOC101253684,LOC101259381,orthologs
LOC101253684,LOC101259381,orthologs
LOC101244241,LOC101259367,orthologs
LOC112940027,LOC101259344,orthologs
LOC109121376,LOC101259344,orthologs
LOC101266570,LOC101259344,orthologs
LOC101265918,LOC101259344,orthologs
LOC101265918,LOC101259344,orthologs
LOC101256971,LOC101259344,orthologs
LOC101253788,LOC101259344,orthologs
LOC101255407,LOC101259044,orthologs
LOC101266919,LOC101258944,orthologs
LOC101257273,LOC101258944,orthologs
LOC101256390,LOC101258944,orthologs
LOC101255802,LOC101258944,orthologs
LOC101255802,LOC101258944,orthologs
LOC101254968,LOC101258944,orthologs
Sl3-MMP,LOC101258857,orthologs
Sl3-MMP,LOC101258857,orthologs
LOC101257588,LOC101258842,orthologs
LOC101257528,LOC101258842,orthologs
LOC101257528,LOC101258842,orthologs
LOC101257528,LOC101258842,orthologs
LOC101253061,LOC101258842,orthologs
LOC101247130,LOC101258842,orthologs
LOC101261631,LOC101258826,orthologs
LOC101255239,LOC101258826,orthologs
Sl3-MMP,LOC101258671,orthologs
Sl3-MMP,LOC101258671,orthologs
LOC101268446,LOC101258434,orthologs
LOC101252788,LOC101258434,orthologs
LOC101248013,LOC101258434,orthologs
LOC101247352,LOC101258434,orthologs
LOC101245041,LOC101258336,orthologs
LOC101245017,LOC101258336,orthologs
TMP,LOC101258262,orthologs
LOC101246971,LOC101258262,orthologs
LOC101257830,LOC101258186,orthologs
LOC101250409,LOC101258186,orthologs
PSK3,LOC101258171,orthologs
PSK2,LOC101258171,orthologs
LOC101259566,LOC101258171,orthologs
Sl3-MMP,LOC101258128,orthologs
Sl3-MMP,LOC101258128,orthologs
mpka1;1,LOC101258128,orthologs
mpka1;1,LOC101258128,orthologs
MPK9,LOC101258128,orthologs
MPK3,LOC101258128,orthologs
MAPK5,LOC101258128,orthologs
MAPK4,LOC101258128,orthologs
LOC104649482,LOC101258128,orthologs
LOC104649482,LOC101258128,orthologs
LOC104649482,LOC101258128,orthologs
LOC101266127,LOC101258128,orthologs
LOC101264890,LOC101258128,orthologs
LOC101264183,LOC101258128,orthologs
LOC101262050,LOC101258128,orthologs
LOC101262003,LOC101258128,orthologs
LOC101259591,LOC101258128,orthologs
LOC101256039,LOC101258128,orthologs
LOC101251815,LOC101258128,orthologs
LOC101250742,LOC101258128,orthologs
LOC101248858,LOC101258128,orthologs
LOC101248858,LOC101258128,orthologs
LOC101248858,LOC101258128,orthologs
LOC101248858,LOC101258128,orthologs
LOC101243937,LOC101258128,orthologs
Hsp90-1,LOC101258128,orthologs
HSC80,LOC101258128,orthologs
Wiv-1,LOC101257963,orthologs
Wiv-1,LOC101257963,orthologs
LOC543698,LOC101257963,orthologs
LOC101268695,LOC101257963,orthologs
LOC101259900,LOC101257963,orthologs
LOC101258714,LOC101257963,orthologs
LOC101246223,LOC101257963,orthologs
LIN7,LOC101257963,orthologs
LIN7,LOC101257963,orthologs
LOC101261631,LOC101257924,orthologs
LOC101255239,LOC101257924,orthologs
LOC101268282,LOC101257891,orthologs
LOC101267502,LOC101257891,orthologs
LOC101266502,LOC101257891,orthologs
LOC101266502,LOC101257891,orthologs
LOC101266209,LOC101257891,orthologs
LOC101266209,LOC101257891,orthologs
LOC101266209,LOC101257891,orthologs
LOC101265881,LOC101257891,orthologs
LOC101265819,LOC101257891,orthologs
LOC101264237,LOC101257891,orthologs
LOC101264183,LOC101257891,orthologs
LOC101262133,LOC101257891,orthologs
LOC101262050,LOC101257891,orthologs
LOC101260714,LOC101257891,orthologs
LOC101256677,LOC101257891,orthologs
LOC101256677,LOC101257891,orthologs
LOC101256039,LOC101257891,orthologs
LOC101252775,LOC101257891,orthologs
LOC101252428,LOC101257891,orthologs
LOC101250243,LOC101257891,orthologs
LOC101250057,LOC101257891,orthologs
LOC101248858,LOC101257891,orthologs
LOC101248858,LOC101257891,orthologs
LOC101248858,LOC101257891,orthologs
LOC101248858,LOC101257891,orthologs
LOC101248854,LOC101257891,orthologs
LOC101248479,LOC101257891,orthologs
LOC101247318,LOC101257891,orthologs
LOC101245699,LOC101257891,orthologs
LOC101244631,LOC101257891,orthologs
Hsp90-1,LOC101257891,orthologs
HSC80,LOC101257891,orthologs
GPA1,LOC101257891,orthologs
GPA1,LOC101257891,orthologs
LOC101261415,LOC101257865,orthologs
LOC101260871,LOC101257865,orthologs
LOC101248238,LOC101257865,orthologs
PR1a2,LOC101257782,orthologs
LOC101266255,LOC101257782,orthologs
LOC101266129,LOC101257782,orthologs
LOC101246391,LOC101257782,orthologs
Sl3-MMP,LOC101257492,orthologs
Sl3-MMP,LOC101257492,orthologs
LOC101247352,LOC101257455,orthologs
LOC101247352,LOC101257454,orthologs
LOC101252581,LOC101257315,orthologs
LOC112940472,LOC101257315,orthologs
LOC104647190,LOC101257315,orthologs
LOC104647190,LOC101257315,orthologs
LOC104647190,LOC101257315,orthologs
LOC101250742,LOC101257290,orthologs
LOC101247841,LOC101257290,orthologs
TPX2,LOC101257062,orthologs
TBG6,LOC101257062,orthologs
TBG3,LOC101257062,orthologs
TBG1,LOC101257062,orthologs
LOC101267604,LOC101257062,orthologs
LOC101258163,LOC101257062,orthologs
LOC101253648,LOC101257062,orthologs
LOC101250523,LOC101257062,orthologs
LOC101250523,LOC101257062,orthologs
LOC101250523,LOC101257062,orthologs
LOC101250523,LOC101257062,orthologs
LOC101249146,LOC101257062,orthologs
LOC101246070,LOC101257062,orthologs
LOC101244958,LOC101257062,orthologs
LOC101244376,LOC101257062,orthologs
LOC101244376,LOC101257062,orthologs
TBG5,LOC101257010,orthologs
LOC101244241,LOC101257010,orthologs
LOC543895,LOC101257007,orthologs
LOC543895,LOC101257007,orthologs
LOC101246396,LOC101257007,orthologs
LOC101246396,LOC101257007,orthologs
LOC101246396,LOC101257007,orthologs
LOC101246396,LOC101257007,orthologs
alpha-DOX2,LOC101257007,orthologs
alpha-DOX2,LOC101257007,orthologs
LOC101247352,LOC101256952,orthologs
LOC101248013,LOC101256593,orthologs
LOC101251019,LOC101256534,orthologs
LOC101252788,LOC101256368,orthologs
TBG5,LOC101256297,orthologs
LOC101259566,LOC101256058,orthologs
LOC101259566,LOC101256058,orthologs
LOC101252788,LOC101256058,orthologs
LOC101252788,LOC101256058,orthologs
LOC101248078,LOC101256058,orthologs
LOC101248078,LOC101256058,orthologs
LOC101244700,LOC101256058,orthologs
LOC101244700,LOC101256058,orthologs
LOC101266294,LOC101256014,orthologs
LOC101266294,LOC101256014,orthologs
LOC101263793,LOC101256014,orthologs
LOC101263793,LOC101256014,orthologs
LOC101263793,LOC101256014,orthologs
LOC101260989,LOC101256014,orthologs
LOC101249996,LOC101256014,orthologs
LOC101247550,LOC101256014,orthologs
LOC101247550,LOC101256014,orthologs
LOC101244600,LOC101256014,orthologs
LOC101244241,LOC101256014,orthologs
LOC101257906,LOC101255769,orthologs
Sl3-MMP,LOC101255729,orthologs
Sl3-MMP,LOC101255729,orthologs
Sl3-MMP,LOC101255608,orthologs
Sl3-MMP,LOC101255608,orthologs
LOC101266404,LOC101255546,orthologs
LOC101266404,LOC101255546,orthologs
LOC101255894,LOC101255546,orthologs
TBG5,LOC101255483,orthologs
Sl3-MMP,LOC101255469,orthologs
Sl3-MMP,LOC101255469,orthologs
Sl3-MMP,LOC101255469,orthologs
Sl3-MMP,LOC101255469,orthologs
Sl3-MMP,LOC101255081,orthologs
Sl3-MMP,LOC101255081,orthologs
LOC101244627,LOC101255064,orthologs
LOC101259187,LOC101255038,orthologs
LOC101257528,LOC101254894,orthologs
LOC101257528,LOC101254894,orthologs
LOC101257528,LOC101254894,orthologs
LOC101257528,LOC101254894,orthologs
LOC101251392,LOC101254836,orthologs
LOC101251019,LOC101254836,orthologs
LOC101265794,LOC101254824,orthologs
Sl3-MMP,LOC101254706,orthologs
Sl3-MMP,LOC101254706,orthologs
LOC104645933,LOC101254706,orthologs
LOC101245329,LOC101254619,orthologs
LOC101266919,LOC101254490,orthologs
LOC101257273,LOC101254490,orthologs
LOC101256390,LOC101254490,orthologs
LOC101255802,LOC101254490,orthologs
LOC101255802,LOC101254490,orthologs
LOC101254968,LOC101254490,orthologs
XTH3,LOC101254487,orthologs
XTH3,LOC101254487,orthologs
XTH3,LOC101254487,orthologs
LOC104644303,LOC101254487,orthologs
LOC101266098,LOC101254487,orthologs
LOC101265968,LOC101254487,orthologs
LOC101263181,LOC101254487,orthologs
LOC101260427,LOC101254487,orthologs
LOC101260427,LOC101254487,orthologs
LOC101258345,LOC101254487,orthologs
LOC101250773,LOC101254487,orthologs
LOC101249884,LOC101254487,orthologs
LOC101245092,LOC101254487,orthologs
GGH1,LOC101254487,orthologs
LOC101245995,LOC101254305,orthologs
LOC101244455,LOC101254305,orthologs
LOC101257273,LOC101254204,orthologs
LOC101256390,LOC101254204,orthologs
LOC101255802,LOC101254204,orthologs
LOC101255802,LOC101254204,orthologs
LOC101254968,LOC101254204,orthologs
LOC101257887,LOC101254060,orthologs
LOC101253311,LOC101254060,orthologs
LOC101251829,LOC101254060,orthologs
LOC101250647,LOC101254060,orthologs
LOC101244600,LOC101254060,orthologs
LOC101246033,LOC101254053,orthologs
Sl3-MMP,LOC101253993,orthologs
Sl3-MMP,LOC101253993,orthologs
LOC112940027,LOC101253853,orthologs
LOC109121376,LOC101253853,orthologs
LOC101266570,LOC101253853,orthologs
LOC101266255,LOC101253853,orthologs
LOC101266129,LOC101253853,orthologs
LOC101265968,LOC101253853,orthologs
LOC101265918,LOC101253853,orthologs
LOC101265918,LOC101253853,orthologs
LOC101259643,LOC101253853,orthologs
LOC101257269,LOC101253853,orthologs
LOC101253788,LOC101253853,orthologs
LOC101249542,LOC101253853,orthologs
LOC101249146,LOC101253853,orthologs
LOC101246391,LOC101253853,orthologs
GGH1,LOC101253853,orthologs
AGAL,LOC101253853,orthologs
LOC112940027,LOC101253757,orthologs
LOC109121376,LOC101253757,orthologs
LOC101266570,LOC101253757,orthologs
LOC101265918,LOC101253757,orthologs
LOC101265918,LOC101253757,orthologs
LOC101256971,LOC101253757,orthologs
LOC101253788,LOC101253757,orthologs
LOC101268446,LOC101253509,orthologs
LOC101268139,LOC101253509,orthologs
LOC101263181,LOC101253509,orthologs
LOC101254426,LOC101253509,orthologs
LOC101252859,LOC101253509,orthologs
LOC101250773,LOC101253509,orthologs
LOC101249884,LOC101253509,orthologs
LOC101247352,LOC101253509,orthologs
CysEP,LOC101253498,orthologs
Sl3-MMP,LOC101253476,orthologs
Sl3-MMP,LOC101253476,orthologs
LOC101257887,LOC101253146,orthologs
LOC101254426,LOC101253146,orthologs
LOC101253311,LOC101253146,orthologs
LOC101252859,LOC101253146,orthologs
LOC101251829,LOC101253146,orthologs
LOC101250647,LOC101253146,orthologs
LOC101244631,LOC101253146,orthologs
